,Wine,Vintage,Format,Cost,Qty,Negoce
414,CLOS LA GAFFELIERE,2014,750ml,15.0,60,Twins
415,CLOS L'EGLISE,1997,750ml,48.0,60,Twins
416,CLOS L'EGLISE,1998,750ml,94.8,60,Twins
417,CLOS L'EGLISE,2000,750ml,150.0,60,Twins
418,CLOS L'EGLISE,2001,750ml,102.0,60,Twins
419,CLOS L'EGLISE,2002,750ml,57.6,60,Twins
420,CLOS L'EGLISE,2003,750ml,45.6,60,Twins
421,CLOS L'EGLISE,2004,750ml,54.0,60,Twins
422,CLOS L'EGLISE,2005,750ml,132.0,60,Twins
423,CLOS L'EGLISE,2006,750ml,56.4,60,Twins
424,CLOS L'EGLISE,2007,750ml,50.4,60,Twins
425,CLOS L'EGLISE,2008,750ml,69.6,60,Twins
426,CLOS L'EGLISE,2009,750ml,156.0,60,Twins
427,CLOS L'EGLISE,2010,750ml,132.0,60,Twins
428,CLOS L'EGLISE,2014,750ml,45.0,60,Twins
429,CLOS LES LUNELLES (Pavie),2002,750ml,12.95,60,Twins
430,CLOS LES LUNELLES (Pavie),2004,750ml,22.1,60,Twins
431,CLOS LES LUNELLES (Pavie),2006,750ml,14.0,60,Twins
432,CLOS LES LUNELLES (Pavie),2007,750ml,11.95,60,Twins
433,CLOS LES LUNELLES (Pavie),2008,750ml,13.5,60,Twins
434,CLOS LES LUNELLES (Pavie),2011,750ml,15.95,60,Twins
435,CLOS LES LUNELLES (Pavie),2012,750ml,13.8,60,Twins
436,CLOSERIE DE FOURTET,2012,750ml,14.5,60,Twins
437,CLOSERIE DE FOURTET,2013,750ml,13.5,60,Twins
438,CLOSERIE DE FOURTET,2014,750ml,15.0,60,Twins
439,CLOTTE (LA),2010,750ml,39.95,60,Twins
440,CLOTTE (LA),2012,750ml,26.65,60,Twins
