,ID,Wine,Year,Region English,Region Chinese,Formats,Negoces,Price,Markup Percentile,Markup Price,WS Merchants,WS Prices,Recommended Prices,Margin,Sell,Date,Qty,English Type,Chinese Type,English Vendor,Chinese Vendor,Rating
106,CFW00226-2005-00750,Chateau Figeac,2005,"St. Emilion, Bordeaux",波爾多,750ml,RCA,1621.76,5%,1915.30,N/A,N/A,1915,294,N/A,2017-08-01 08:05,24,Red,紅酒,Chateau Figeac, 飞卓,N/A
107,CFW00059-2011-00750,Chateau Lagrange,2011,"St. Julien, Bordeaux",波爾多,750ml,Twins,252.88,5%,363.11,N/A,N/A,360,110,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Lagrange,N/A,N/A
108,CFW00191-2009-00750,Chateau Malartic Lagraviere Rouge,2009,"Pessac Leognan, Bordeaux",波爾多,750ml,Clarence Dillon,339.01,5%,460.78,N/A,N/A,460,122,N/A,2017-08-01 08:05,38,Red,紅酒,Chateau Malartic Lagraviere,N/A,N/A
109,CFW00330-2011-06000,Chateau d'Yquem,2011,"Sauternes, Bordeaux",波爾多,6000ml,BM,18325.00,5%,20855.26,N/A,N/A,20855,2530,N/A,2017-08-01 08:05,1,Sweet,甜酒,Chateau d'Yquem,N/A,N/A
110,CFW00134-2006-00750,Chateau Lynch Bages,2006,"Pauillac, Bordeaux",波爾多,750ml,Clarence Dillon,962.06,5%,1167.26,N/A,N/A,1165,205,N/A,2017-08-01 08:05,24,Red,紅酒,Chateau Lynch Bages,都卡斯庄园,N/A
111,CFW00023-2010-00750,Chateau Leoville Poyferre,2010,"St. Julien, Bordeaux",波爾多,750ml,Clarence Dillon,1081.17,5%,1302.32,N/A,N/A,1300,221,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Leoville Poyferre,乐芙,N/A
112,CFW00126-2014-00750,Chateau Pontet Canet,2014,"Pauillac, Bordeaux",波爾多,750ml,RCA,623.05,5%,782.85,N/A,N/A,780,160,N/A,2017-08-01 08:05,90,Red,紅酒,Chateau Pontet Canet,旁堤卡内酒庄,N/A
113,CFW01804-2001-00750,Chateau Laville Haut Brion,2001,"Pessac Leognan, Bordeaux",波爾多,750ml,Clarence Dillon,4581.25,5%,5271.09,N/A,N/A,5270,690,N/A,2017-08-01 08:05,60,White,白酒,Chateau La Mission Haut Brion,N/A,N/A
114,CFW00304-2010-00750,Chateau Clinet,2010,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,BM,1007.88,5%,1219.21,N/A,N/A,1218,211,N/A,2017-08-01 08:05,18,Red,紅酒,Chateau Clinet,N/A,N/A
115,CFW00224-2010-00750,Chateau Canon,2010,"St. Emilion, Bordeaux",波爾多,750ml,CVBG,916.25,5%,1115.31,N/A,N/A,1115,199,N/A,2017-08-01 08:05,600,Red,紅酒,Chateau Canon,卡侬城堡,N/A
116,CFW00359-2014-00750,Chateau Haut Marbuzet,2014,"St. Estephe, Bordeaux",波爾多,750ml,CVBG,251.97,5%,362.08,N/A,N/A,360,110,N/A,2017-08-01 08:05,402,Red,紅酒,Chateau Haut Marbuzet,N/A,N/A
117,CFW00064-2011-00750,Chateau Giscours,2011,"Margaux, Bordeaux",波爾多,750ml,RCA,357.34,5%,481.56,N/A,N/A,480,124,N/A,2017-08-01 08:05,132,Red,紅酒,Chateau Giscours,吉斯库尔,N/A
118,CFW00196-2008-01500,Chateau Latour Martillac Blanc,2008,"Graves, Bordeaux",波爾多,1500ml,CVBG,366.50,5%,491.95,N/A,N/A,490,125,N/A,2017-08-01 08:05,12,White,白酒,Chateau Latour Martillac,N/A,N/A
119,CFW00027-2009-00750,Chateau Durfort Vivens,2009,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,BM,471.87,5%,611.43,N/A,N/A,610,140,N/A,2017-08-01 08:05,14,Red,紅酒,Chateau Durfort Vivens,杜霍酒庄,N/A
120,CFW00412-2014-00750,Chateau Lanessan,2014,"Haut Medoc, Bordeaux",波爾多,750ml,BM,83.38,5%,170.91,N/A,N/A,170.91,88,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Lanessan,N/A,N/A
121,CFW00231-2014-03000,Chateau Pavie Macquin,2014,"St. Emilion, Bordeaux",波爾多,3000ml,CVBG,1814.17,5%,2133.47,N/A,N/A,2130,319,N/A,2017-08-01 08:05,18,Red,紅酒,Chateau Pavie Macquin,N/A,N/A
122,CFW00023-2009-01500,Chateau Leoville Poyferre,2009,"St. Julien, Bordeaux",波爾多,1500ml,BM,4214.75,5%,4855.51,N/A,N/A,4855,641,N/A,2017-08-01 08:05,120,Red,紅酒,Chateau Leoville Poyferre,乐芙,N/A
123,CFW00114-1993-00750,Chateau Beychevelle,1993,"St. Julien, Bordeaux",波爾多,750ml,RCA,751.32,5%,928.30,N/A,N/A,928,177,N/A,2017-08-01 08:05,48,Red,紅酒,Chateau Beychevelle,龍船酒莊,N/A
124,CFW00017-2007-01500,Chateau Rauzan Segla,2007,"Margaux, Bordeaux",波爾多,1500ml,BM,870.44,5%,1063.37,N/A,N/A,1060,193,N/A,2017-08-01 08:05,78,Red,紅酒,Chateau Rauzan Segla,魯臣世家庄园,N/A
125,CFW00730-2001-00750,DRC Romanee Conti,2001,"Vosne-Romanee, Burgundy",勃艮第,750ml,RCA,123693.75,5%,140333.86,N/A,N/A,140330,16640,N/A,2017-08-01 08:05,1,Red,紅酒,Domaine de la Romanee Conti,罗曼尼康帝,N/A
126,CFW00132-2014-00750,Chateau Grand Puy Ducasse,2014,"Pauillac, Bordeaux",波爾多,750ml,RCA,229.06,5%,336.10,N/A,N/A,335,107,N/A,2017-08-01 08:05,48,Red,紅酒,Chateau Grand Puy Ducasse,都卡斯庄园,N/A
127,CFW01804-2006-00750,Chateau Laville Haut Brion,2006,"Pessac Leognan, Bordeaux",波爾多,750ml,CVBG,3023.62,5%,3504.88,N/A,N/A,3500,481,N/A,2017-08-01 08:05,42,White,白酒,Chateau La Mission Haut Brion,N/A,N/A
128,CFW00030-2007-03000,Chateau Gruaud Larose,2007,"St. Julien, Bordeaux",波爾多,3000ml,BM,1805.01,5%,2123.09,N/A,N/A,2120,318,N/A,2017-08-01 08:05,14,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,N/A
129,CFW00078-2001-00750,Chateau Palmer,2001,"Margaux, Bordeaux",波爾多,750ml,BM,1667.58,5%,1967.25,N/A,N/A,1965,300,N/A,2017-08-01 08:05,36,Red,紅酒,Chateau Palmer,宝马,N/A
130,CFW00001-2014-06000,Chateau Lafite Rothschild,2014,"Pauillac, Bordeaux",波爾多,6000ml,BM,35275.62,5%,40075.72,N/A,N/A,40075,4800,N/A,2017-08-01 08:05,2,Red,紅酒,Domaines Barons de Rothschild,拉菲酒莊－ 罗斯柴尔德男爵集團,N/A
131,CFW00641-2011-00375,Almaviva,2011,Puente Alto,上普恩特,375ml,CVBG,366.50,5%,491.95,N/A,N/A,490,125,N/A,2017-08-01 08:05,11,Red,紅酒,Almaviva,N/A,N/A
132,CFW00652-2014-00750,Le Volte dell'Ornellaia,2014,Tuscany,托斯卡納,750ml,CVBG,92.54,5%,181.30,N/A,N/A,181.3,89,N/A,2017-08-01 08:05,600,Red,紅酒,Tenuta dell'Ornellaia,奥纳亚酒庄,N/A
133,CFW00114-2015-00750,Chateau Beychevelle,2015,"St. Julien, Bordeaux",波爾多,750ml,RCA,687.19,5%,855.58,N/A,N/A,855,168,N/A,2017-08-01 08:05,120,Red,紅酒,Chateau Beychevelle,龍船酒莊,N/A
134,CFW00104-2007-00750,Chateau Branaire Ducru,2007,"St. Julien, Bordeaux",波爾多,750ml,Clarence Dillon,366.50,5%,491.95,N/A,N/A,490,125,N/A,2017-08-01 08:05,36,Red,紅酒,Chateau Branaire Ducru,N/A,N/A
135,CFW01424-1976-00750,DRC Grands Echezeaux,1976,Burgundy,勃艮第,750ml,La Bergere,10078.75,5%,11504.76,N/A,N/A,11500,1426,N/A,2017-08-01 08:05,2,Red,紅酒,DRC,N/A,N/A
136,CFW00880-2011-00750,Chateau Joanin Becot,2011,Bordeaux,波爾多,750ml,CVBG,121.40,5%,214.03,N/A,N/A,210,93,N/A,2017-08-01 08:05,432,Red,紅酒,Chateau Joanin Becot,N/A,N/A
137,CFW00058-2012-00375,Moulin d'Issan,2012,"Margaux, Bordeaux",波爾多,375ml,Cuvees,32.6,5%,113.33,N/A,N/A,113.33,81,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau d’Issan,N/A,N/A
138,CFW00324-2005-00750,Vieux Chateau Certan,2005,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,BM,1823.34,5%,2143.87,N/A,N/A,2140,321,N/A,2017-08-01 08:05,6,Red,紅酒,Vieux Chateau Certan,N/A,N/A
139,CFW00030-1998-00750,Chateau Gruaud Larose,1998,"St. Julien, Bordeaux",波爾多,750ml,RCA,714.67,5%,886.74,N/A,N/A,885,172,N/A,2017-08-01 08:05,600,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,N/A
140,CFW00231-2010-00750,Chateau Pavie Macquin,2010,"St. Emilion, Bordeaux",波爾多,750ml,RCA,856.69,5%,1047.78,N/A,N/A,1045,191,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Pavie Macquin,N/A,N/A
141,CFW00327-2003-00750,Fugue de Nenin,2003,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,Clarence Dillon,210.74,5%,315.33,N/A,N/A,315,105,N/A,2017-08-01 08:05,260,Red,紅酒,Chateau Nenin,N/A,N/A
142,CFW01808-2010-00750,Chateau Mission Haut Brion,2010,"Pessac Leognan, Bordeaux",波爾多,750ml,Twins,4306.38,5%,4959.41,N/A,N/A,4958,653,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Mission Haut Brion,N/A,N/A
143,CFW00330-2014-15000,Chateau d'Yquem,2014,"Sauternes, Bordeaux",波爾多,15000ml,BM,45812.50,5%,52023.59,N/A,N/A,52020,6211,N/A,2017-08-01 08:05,5,Sweet,甜酒,Chateau d'Yquem,N/A,N/A
144,CFW00220-2013-00375,Chateau Pavie,2013,"St. Emilion, Bordeaux",波爾多,375ml,Twins,833.79,5%,1021.81,N/A,N/A,1020,188,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Pavie,帕菲,N/A
145,CFW00640-2014-00750,Sena,2014,Aconcagua,阿空加瓜,750ml,Cuvees,620.5,5%,779.96,N/A,N/A,778,159,N/A,2017-08-01 08:05,24,Red,紅酒,Sena,N/A,N/A
146,CFW00043-2015-00750,Chateau Ducru Beaucaillou,2015,"St. Julien, Bordeaux",波爾多,750ml,RCA,1145.31,5%,1375.05,N/A,N/A,1375,230,N/A,2017-08-01 08:05,300,Red,紅酒,Chateau Ducru Beaucaillou,宝嘉龙酒庄,N/A
147,CFW01932-2016-00750,G de Chateau Guiraud,2016,"Sauternes, Bordeaux",波爾多,750ml,CVBG,69.63,5%,155.32,N/A,N/A,155.32,86,N/A,2017-08-01 08:05,18,White,白酒,Chateau Guiraud,N/A,N/A
148,CFW00042-2010-00750,Reserve de la Comtesse,2010,"Pauillac, Bordeaux",波爾多,750ml,Twins,293.20,5%,408.83,N/A,N/A,408,116,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Pichon Comtesse de Lalande,碧尚女爵,N/A
149,CFW00234-2003-00750,Chateau Valandraud,2003,"St. Emilion, Bordeaux",波爾多,750ml,Twins,1374.38,5%,1634.79,N/A,N/A,1630,260,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Valandraud,N/A,N/A
150,CFW00365-2014-00750,Chateau Poujeaux,2014,"Moulis, Bordeaux",波爾多,750ml,RCA,178.67,5%,278.96,N/A,N/A,278,100,N/A,2017-08-01 08:05,1800,Red,紅酒,Chateau Poujeaux,N/A,N/A
151,CFW01808-2011-00750,Chateau Mission Haut Brion,2011,"Pessac Leognan, Bordeaux",波爾多,750ml,CVBG,1420.19,5%,1686.74,N/A,N/A,1685,267,N/A,2017-08-01 08:05,24,Red,紅酒,Chateau Mission Haut Brion,N/A,N/A
152,CFW00168-2013-00750,Chateau Haut Bailly,2013,"Graves, Bordeaux",波爾多,750ml,Clarence Dillon,362.83,5%,487.79,N/A,N/A,485,125,N/A,2017-08-01 08:05,18,Red,紅酒,Chateau Haut Bailly,奧巴特利,N/A
153,CFW02142-2016-00750,Chateau Serilhan,2016,Bordeaux,波爾多,750ml,RCA,115.45,5%,207.28,N/A,N/A,205,92,N/A,2017-08-01 08:05,600,Red,紅酒,Chateau Serilhan,N/A,N/A
154,CFW00138-1990-00750,Chateau Dauzac,1990,"Margaux, Bordeaux",波爾多,750ml,Twins,549.75,5%,699.74,N/A,N/A,698,150,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Dauzac,N/A,N/A
155,CFW00143-2010-03000,Chateau du Tertre,2010,"Margaux, Bordeaux",波爾多,3000ml,BM,2043.24,5%,2393.22,N/A,N/A,2390,350,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Du Tertre,N/A,N/A
156,CFW00256-2014-00750,Chateau de Ferrand,2014,"St. Emilion, Bordeaux",波爾多,750ml,BM,80.63,5%,167.80,N/A,N/A,167.8,87,N/A,2017-08-01 08:05,288,Red,紅酒,Chateau de Ferrand,N/A,N/A
157,CFW00102-2004-00750,Chateau Duhart Milon,2004,"Pauillac, Bordeaux",波爾多,750ml,RCA,650.54,5%,814.02,N/A,N/A,810,163,N/A,2017-08-01 08:05,24,Red,紅酒,Domaines Barons de Rothschild,N/A,N/A
158,CFW00225-2011-00750,Chateau Canon La Gaffeliere,2011,"St. Emilion, Bordeaux",波爾多,750ml,Clarence Dillon,485.61,5%,627.01,N/A,N/A,625,141,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Canon La Gaffeliere, 嘉芙丽庄园,N/A
159,CFW00731-2006-00750,DRC Echezeaux,2006,"Vosne-Romanee, Burgundy",勃艮第,750ml,RCA,12570.95,5%,14330.69,N/A,N/A,14330,1760,N/A,2017-08-01 08:05,1,Red,紅酒,Domaine de la Romanee Conti,罗曼尼康帝,N/A
160,CFW00019-2012-01500,Chateau Rauzan Gassies,2012,"Margaux, Bordeaux","瑪歌, 波爾多",1500ml,RCA,824.62,5%,1011.41,N/A,N/A,1010,187,N/A,2017-08-01 08:05,36,Red,紅酒,Chateau Rauzan Gassies,路仙歌庄园,N/A
161,CFW00226-2011-00750,Chateau Figeac,2011,"St. Emilion, Bordeaux",波爾多,750ml,BM,723.84,5%,897.14,N/A,N/A,895,173,N/A,2017-08-01 08:05,600,Red,紅酒,Chateau Figeac, 飞卓,N/A
162,CFW00134-2015-00750,Chateau Lynch Bages,2015,"Pauillac, Bordeaux",波爾多,750ml,RCA,824.62,5%,1011.41,N/A,N/A,1010,187,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Lynch Bages,都卡斯庄园,N/A
163,CFW00640-2014-01500,Sena,2014,Aconcagua,阿空加瓜,1500ml,BM,1456.84,5%,1728.29,N/A,N/A,1728,271,N/A,2017-08-01 08:05,10,Red,紅酒,Sena,N/A,N/A
164,CFW00305-2009-00750,Chateau Clos L'Eglise,2009,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,BM,1429.35,5%,1697.12,N/A,N/A,1695,268,N/A,2017-08-01 08:05,138,Red,紅酒,Chateau Clos L'Eglise,N/A,N/A
165,CFW00059-2014-15000,Chateau Lagrange,2014,"St. Julien, Bordeaux",波爾多,15000ml,CVBG,6871.88,5%,7868.46,N/A,N/A,7868,997,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Lagrange,N/A,N/A
166,CFW00648-2007-00750,Solaia,2007,Tuscany,托斯卡納,750ml,Cuvees,1585,5%,1873.62,N/A,N/A,1870,289,N/A,2017-08-01 08:05,1,Red,紅酒,Marchesi Antinori,安东尼世家酒庄,N/A
167,CFW00017-2014-01500,Chateau Rauzan Segla,2014,"Margaux, Bordeaux",波爾多,1500ml,BM,1520.97,5%,1801.01,N/A,N/A,1800,280,N/A,2017-08-01 08:05,26,Red,紅酒,Chateau Rauzan Segla,魯臣世家庄园,N/A
168,CFW02143-2013-00750,Chateau Sociando Mallet,2013,Bordeaux,波爾多,750ml,RCA,174.09,5%,273.77,N/A,N/A,270,100,N/A,2017-08-01 08:05,6000,Red,紅酒,Chateau Sociando Mallet,N/A,N/A
169,CFW00064-2012-00750,Chateau Giscours,2012,"Margaux, Bordeaux",波爾多,750ml,Twins,311.52,5%,429.60,N/A,N/A,428,118,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Giscours,吉斯库尔,N/A
170,CFW00126-2011-00750,Chateau Pontet Canet,2011,"Pauillac, Bordeaux",波爾多,750ml,CVBG,632.21,5%,793.24,N/A,N/A,790,161,N/A,2017-08-01 08:05,270,Red,紅酒,Chateau Pontet Canet,旁堤卡内酒庄,N/A
171,CFW00180-2014-00750,Domaine de Chevalier Rouge,2014,"Graves, Bordeaux",波爾多,750ml,CVBG,357.34,5%,481.56,N/A,N/A,480,124,N/A,2017-08-01 08:05,852,Red,紅酒,Domaine de Chevalier,N/A,N/A
172,CFW00104-2009-00750,Chateau Branaire Ducru,2009,"St. Julien, Bordeaux",波爾多,750ml,RCA,623.05,5%,782.85,N/A,N/A,780,160,N/A,2017-08-01 08:05,24,Red,紅酒,Chateau Branaire Ducru,N/A,N/A
173,CFW00558-2009-00750,Chateau Peyrabon,2009,"Haut Medoc, Bordeaux",波爾多,750ml,BM,114.53,5%,206.24,N/A,N/A,205,92,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Peyrabon,N/A,N/A
174,CFW00848-2014-00750,Chateau Gaby,2014,Bordeaux,波爾多,750ml,BM,87.04,5%,175.06,N/A,N/A,175.06,88,N/A,2017-08-01 08:05,600,Red,紅酒,Chateau Gaby,N/A,N/A
175,CFW00153-2009-00750,Chateau Camensac,2009,"Haut Medoc, Bordeaux",波爾多,750ml,Twins,229.06,5%,336.10,N/A,N/A,335,107,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Camensac,N/A,N/A
176,CFW00320-2012-00375,Chateau Petit Village,2012,"Pomerol, Bordeaux","波默罗, 波爾多",375ml,CVBG,187.83,5%,289.35,N/A,N/A,288,102,N/A,2017-08-01 08:05,828,Red,紅酒,Chateau Petit Village,N/A,N/A
177,CFW00035-2014-15000,Chateau Brane Cantenac,2014,"Margaux, Bordeaux","瑪歌, 波爾多",15000ml,Clarence Dillon,7632.36,5%,8730.77,N/A,N/A,8730,1098,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Brane Cantenac,布朗康田酒庄,N/A
178,CFW00232-2012-00750,Chateau Troplong Mondot,2012,"St. Emilion, Bordeaux",波爾多,750ml,RCA,623.05,5%,782.85,N/A,N/A,780,160,N/A,2017-08-01 08:05,180,Red,紅酒,Chateau Troplong Mondot,蒙度,N/A
179,CFW00195-2013-00750,Chateau Latour Martillac Rouge,2013,"Graves, Bordeaux",波爾多,750ml,CVBG,157.59,5%,255.06,N/A,N/A,255,97,N/A,2017-08-01 08:05,600,Red,紅酒,Chateau Latour Martillac,N/A,N/A
180,CFW00041-2008-00750,Chateau Pichon Comtesse de Lalande,2008,"Pauillac, Bordeaux",波爾多,750ml,CVBG,824.62,5%,1011.41,N/A,N/A,1010,187,N/A,2017-08-01 08:05,408,Red,紅酒,Chateau Pichon Comtesse de Lalande,碧尚女爵,N/A
181,CFW00017-2008-00750,Chateau Rauzan Segla,2008,"Margaux, Bordeaux",波爾多,750ml,CVBG,503.94,5%,647.79,N/A,N/A,645,144,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Rauzan Segla,魯臣世家庄园,N/A
182,CFW00168-1999-06000,Chateau Haut Bailly,1999,"Graves, Bordeaux",波爾多,6000ml,BM,5827.35,5%,6684.06,N/A,N/A,6680,857,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Haut Bailly,奧巴特利,N/A
183,CFW00230-2003-00750,La Mondotte,2003,"St. Emilion, Bordeaux",波爾多,750ml,RCA,2189.84,5%,2559.45,N/A,N/A,2558,370,N/A,2017-08-01 08:05,24,Red,紅酒,La Mondotte,拉梦多,N/A
184,CFW01971-2007-00750,Chateau Branas Grand Poujeaux,2007,Bordeaux,波爾多,750ml,BM,119.11,5%,211.43,N/A,N/A,210,92,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Branas Grand Poujeaux,N/A,N/A
185,CFW00104-2012-00750,Chateau Branaire Ducru,2012,"St. Julien, Bordeaux",波爾多,750ml,Clarence Dillon,302.36,5%,419.22,N/A,N/A,418,117,N/A,2017-08-01 08:05,380,Red,紅酒,Chateau Branaire Ducru,N/A,N/A
186,CFW00444-2014-00750,Chateau La Tour de Mons,2014,"Margaux, Bordeaux",波爾多,750ml,Clarence Dillon,132.86,5%,227.02,N/A,N/A,225,94,N/A,2017-08-01 08:05,300,Red,紅酒,Chateau La Tour de Mons,N/A,N/A
187,CFW00195-2014-00750,Chateau Latour Martillac Rouge,2014,"Graves, Bordeaux",波爾多,750ml,RCA,178.67,5%,278.96,N/A,N/A,278,100,N/A,2017-08-01 08:05,450,Red,紅酒,Chateau Latour Martillac,N/A,N/A
188,CFW00217-2014-01500,Chateau Angelus,2014,"St. Emilion, Bordeaux",波爾多,1500ml,BM,4398.00,5%,5063.30,N/A,N/A,5060,665,N/A,2017-08-01 08:05,38,Red,紅酒,Chateau Angelus,金鐘酒莊,N/A
189,CFW01600-2013-00750,Chateau La Vieille Cure,2013,"Fronsac, Bordeaux",波爾多,750ml,CVBG,96.21,5%,185.46,N/A,N/A,185.46,89,N/A,2017-08-01 08:05,36,Red,紅酒,Chateau La Vieille Cure,N/A,N/A
190,CFW00001-2013-01500,Chateau Lafite Rothschild,2013,"Pauillac, Bordeaux",波爾多,1500ml,Clarence Dillon,6963.50,5%,7972.35,N/A,N/A,7970,1009,N/A,2017-08-01 08:05,6,Red,紅酒,Domaines Barons de Rothschild,拉菲酒莊－ 罗斯柴尔德男爵集團,N/A
191,CFW00017-2000-00750,Chateau Rauzan Segla,2000,"Margaux, Bordeaux",波爾多,750ml,CVBG,916.25,5%,1115.31,N/A,N/A,1115,199,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Rauzan Segla,魯臣世家庄园,N/A
192,CFW00611-2012-00750,E. Guigal La Mouline,2012,"Cote Rotie, Northern Rhone","羅蒂丘, 北隆河谷",750ml,BM,2015.75,5%,2362.05,N/A,N/A,2360,346,N/A,2017-08-01 08:05,54,Red,紅酒,E. Guigal,N/A,N/A
193,CFW00026-2006-00750,Chateau Leoville Barton,2006,"St. Julien, Bordeaux",波爾多,750ml,Twins,623.05,5%,782.85,N/A,N/A,780,160,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Leoville Barton,巴頓,N/A
194,CFW00162-2012-01500,Chateau Cantemerle,2012,"Haut Medoc, Bordeaux",波爾多,1500ml,CVBG,357.34,5%,481.56,N/A,N/A,480,124,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Cantemerle,N/A,N/A
195,CFW00341-1997-00750,Chateau Rieussec,1997,"Sauternes, Bordeaux",波爾多,750ml,CVBG,503.94,5%,647.79,N/A,N/A,645,144,N/A,2017-08-01 08:05,12,Sweet,甜酒,Domaines Barons de Rothschild,N/A,N/A
196,CFW00240-2011-00750,Chateau Berliquet,2011,"St. Emilion, Bordeaux",波爾多,750ml,BM,203.41,5%,307.02,N/A,N/A,305,104,N/A,2017-08-01 08:05,372,Red,紅酒,Chateau Berliquet,N/A,N/A
197,CFW00126-2013-00750,Chateau Pontet Canet,2013,"Pauillac, Bordeaux",波爾多,750ml,BM,549.75,5%,699.74,N/A,N/A,698,150,N/A,2017-08-01 08:05,156,Red,紅酒,Chateau Pontet Canet,旁堤卡内酒庄,N/A
198,CFW00065-2013-00750,Le Sirene de Giscours,2013,"Margaux, Bordeaux",波爾多,750ml,CVBG,164.92,5%,263.37,N/A,N/A,260,98,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Giscours,吉斯库尔,N/A
199,CFW00264-2015-00750,Chateau Fonroque,2015,"St. Emilion, Bordeaux",波爾多,750ml,CVBG,169.51,5%,268.58,N/A,N/A,268,99,N/A,2017-08-01 08:05,558,Red,紅酒,Chateau Fonroque,N/A,N/A
200,CFW00273-2011-01500,Clos des Jacobins,2011,"St. Emilion, Bordeaux",波爾多,1500ml,CVBG,357.34,5%,481.56,N/A,N/A,480,124,N/A,2017-08-01 08:05,60,Red,紅酒,Clos des Jacobins,N/A,N/A
201,CFW00087-2012-00750,Chateau Calon Segur,2012,"St. Estephe, Bordeaux",波爾多,750ml,RCA,678.02,5%,845.18,N/A,N/A,845,167,N/A,2017-08-01 08:05,54,Red,紅酒,Chateau Calon Segur, 卡龙世家,N/A
202,CFW00126-2003-00750,Chateau Pontet Canet,2003,"Pauillac, Bordeaux",波爾多,750ml,CVBG,824.62,5%,1011.41,N/A,N/A,1010,187,N/A,2017-08-01 08:05,24,Red,紅酒,Chateau Pontet Canet,旁堤卡内酒庄,N/A
203,CFW00019-1988-00750,Chateau Rauzan Gassies,1988,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,RCA,787.98,5%,969.87,N/A,N/A,968,182,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Rauzan Gassies,路仙歌庄园,N/A
204,CFW00449-2009-01500,Chateau Verdignan,2009,"Haut Medoc, Bordeaux",波爾多,1500ml,RCA,240.97,5%,349.61,N/A,N/A,348,109,N/A,2017-08-01 08:05,2400,Red,紅酒,Chateau Verdignan,N/A,N/A
205,CFW00735-2014-00750,DRC Montrachet,2014,"Puligny-Chassagne, Burgundy",勃艮第,750ml,La Bergere,42147.50,5%,47867.81,N/A,N/A,47865,5720,N/A,2017-08-01 08:05,1,White,白酒,Domaine de la Romanee Conti,罗曼尼康帝,N/A
206,CFW00080-2014-00750,Chateau La Lagune,2014,"Haut Medoc, Bordeaux",波爾多,750ml,Twins,293.20,5%,408.83,N/A,N/A,408,116,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau La Lagune,N/A,N/A
207,CFW01929-2013-00750,Chateau du Haut Pick,2013,"Sauternes, Bordeaux",波爾多,750ml,RCA,82.92,5%,170.39,N/A,N/A,170.39,87,N/A,2017-08-01 08:05,7900,Sweet,甜酒,Chateau du Haut Pick,N/A,N/A
208,CFW02143-2015-00750,Chateau Sociando Mallet,2015,Bordeaux,波爾多,750ml,RCA,203.41,5%,307.02,N/A,N/A,305,104,N/A,2017-08-01 08:05,120,Red,紅酒,Chateau Sociando Mallet,N/A,N/A
209,CFW00132-2013-00750,Chateau Grand Puy Ducasse,2013,"Pauillac, Bordeaux",波爾多,750ml,RCA,201.57,5%,304.93,N/A,N/A,300,103,N/A,2017-08-01 08:05,78,Red,紅酒,Chateau Grand Puy Ducasse,都卡斯庄园,N/A
210,CFW00224-2012-06000,Chateau Canon,2012,"St. Emilion, Bordeaux",波爾多,6000ml,BM,5039.38,5%,5790.57,N/A,N/A,5790,751,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Canon,卡侬城堡,N/A
211,CFW00606-2012-00750,Chateau Monlandrie,2012,Bordeaux,波爾多,750ml,BM,109.95,5%,201.04,N/A,N/A,200,91,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Monlandrie,N/A,N/A
212,CFW00951-2015-00750,Chateau Minvielle,2015,Bordeaux,波爾多,750ml,RCA,29.32,5%,109.62,N/A,N/A,109.62,80,N/A,2017-08-01 08:05,20000,Red,紅酒,Chateau Minvielle,N/A,N/A
213,CFW00035-2008-00750,Chateau Brane Cantenac,2008,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,BM,467.29,5%,606.23,N/A,N/A,605,139,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Brane Cantenac,布朗康田酒庄,N/A
