,                          THE CLASSICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
845,2012,CH. CHASSE SPLEEN,,,Moulis-en-Médoc,40,cs,,21,88,16.50,88-91,
846,2013,CH. CHASSE SPLEEN,,,Moulis-en-Médoc,150,cs,,18.25,76-80,15.75,86-89,
847,2013,CH. CHASSE SPLEEN,Half,,Moulis-en-Médoc,10,cs,,9.5,76-80,15.75,86-89,
848,2013,CH. CHASSE SPLEEN,Mag.,,Moulis-en-Médoc,4,cs,,36,76-80,15.75,86-89,
849,,,,,,,,,,,,,
850,2012,CH. MAUCAILLOU,,,Moulis-en-Médoc,300,cs,,14.5,88,16,86-89,
851,2013,CH. MAUCAILLOU,,,Moulis-en-Médoc,200,cs,,12.8,,15.5,,
852,2013,CH. MAUCAILLOU,Half,,Moulis-en-Médoc,3,cs,,6.95,,15.5,,
853,,,,,,,,,,,,,
854,2011,CH. MAUVESIN BARTON,,From Léoville Barton,Moulis-en-Médoc,300,cs,,10,,*** 15.5,,
855,2011,CH. MAUVESIN BARTON,Half,From Léoville Barton,Moulis-en-Médoc,6,cs,,5.75,,*** 15.5,,
856,2011,CH. MAUVESIN BARTON,Mag.,From Léoville Barton,Moulis-en-Médoc,2,cs,,20.75,,*** 15.5,,
857,2012,CH. MAUVESIN BARTON,,From Léoville Barton,Moulis-en-Médoc,25,cs,,10,,15.50,,
858,2012,CH. MAUVESIN BARTON,Half,From Léoville Barton,Moulis-en-Médoc,20,cs,,5.75,,15.50,,
859,2012,CH. MAUVESIN BARTON,Mag.,From Léoville Barton,Moulis-en-Médoc,6,cs,,20.75,,15.50,,
860,,,,,,,,,,,,,
861,2013,N°2 DE MAUCAILLOU,,2nd label of Ch.Maucaillou,Moulis-en-Médoc,100,cs,,9.25,,,,
862,2014,N°2 DE MAUCAILLOU,,2nd label of Ch.Maucaillou,Moulis-en-Médoc,250,cs,,9.25,,,,
863,,,,,,,,,,,,,
864,2007,CH. POUJEAUX,,,Moulis-en-Médoc,2,cs,,21.9,,*** 16,88,
865,2011,CH. POUJEAUX,,,Moulis-en-Médoc,1,cs,,18,86,*** 16,,90
866,2012,CH. POUJEAUX,,,Moulis-en-Médoc,150,cs,,17.5,89,16.50,88-91,89-90
867,2012,CH. POUJEAUX,Half,,Moulis-en-Médoc,25,cs,,9.25,89,16.50,88-91,89-90
868,2013,CH. POUJEAUX,,,Moulis-en-Médoc,65,cs,,16.25,85-87,16,86-89,
869,2013,CH. POUJEAUX,Half,,Moulis-en-Médoc,5,cs,,8.95,85-87,16,86-89,
870,2013,CH. POUJEAUX,Mag.,,Moulis-en-Médoc,3,cs,,33,85-87,16,86-89,
871,,,,,,,,,,,,,
872,2007,LA SALLE DE CH. POUJEAUX,,2nd label of Ch. Poujeaux,Moulis-en-Médoc,450,cs,,6.98,,,,
873,2011,LA SALLE DE CH. POUJEAUX,,2nd label of Ch. Poujeaux,Moulis-en-Médoc,1000,cs,,8.5,,,,
874,2012,LA SALLE DE CH. POUJEAUX,,2nd label of Ch. Poujeaux,Moulis-en-Médoc,1000,cs,,8.4,,,,
875,,,,,,,,,,,,,
876,MEDOC,,,,,,,,,,,,
877,,,,,,,,,,,,,
878,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
879,,,,,,,,,,,,,
880,2008,CHAPELLE DE POTENSAC,,2nd label of Ch. Potensac,Médoc,7,cs,,7.95,82-84,,,
881,2009,CHAPELLE DE POTENSAC,,2nd label of Ch. Potensac,Médoc,1,cs,,9.75,,,85,
882,2010,CHAPELLE DE POTENSAC,,2nd label of Ch. Potensac,Médoc,8,cs,,9.65,85,*** 16,89-92,
883,2011,CHAPELLE DE POTENSAC,,2nd label of Ch. Potensac,Médoc,15,cs,,7.25,,*** 16,,
884,2012,CHAPELLE DE POTENSAC,,2nd label of Ch. Potensac,Médoc,750,cs,,6.95,82-84,15.5,,
885,2013,CHAPELLE DE POTENSAC,,2nd label of Ch. Potensac,Médoc,750,cs,,6.8,,15.75,,86-87
886,2013,CHAPELLE DE POTENSAC,Half,2nd label of Ch. Potensac,Médoc,25,cs,/12,3.6,,15.75,,86-87
887,,,,,,,,,,,,,
888,2013,GOULEE,,,Médoc,50,cs,,16.8,,,,
889,,,,,,,,,,,,,
890,2008,CH. LES GRANDS CHENES,,same Owner than Pape Clement - Cru Bourgeois,Médoc,4,cs,,10.75,86,,,
891,2010,CH. LES GRANDS CHENES,,same Owner than Pape Clement - Cru Bourgeois,Médoc,1,cs,,13,89,*** 15.5,,93
892,2012,CH. LES GRANDS CHENES,,same Owner than Pape Clement - Cru Bourgeois,Médoc,5,cs,,9.7,87,15.5,,
893,2013,CH. LES GRANDS CHENES,,Same owner than Pape Clément - Cru Bourgeois,Médoc,2,cs,,9.6,83-85,15.5,,87-88
894,,,,,,,,,,,,,
895,2011,CH. POTENSAC,, Médoc from Ch.Léoville Las Cases,Médoc,150,cs,,13.4,85,**** 16.5,,
896,2012,CH. POTENSAC,, Médoc from Ch.Léoville Las Cases,Médoc,1,cs,,12.95,87-89,16,,
897,2013,CH. POTENSAC,, Médoc from Ch.Léoville Las Cases,Médoc,50,cs,,12.5,83-85,16.5,,
898,2013,CH. POTENSAC,Half, Médoc from Ch.Léoville Las Cases,Médoc,5,cs,,7.25,83-85,16.5,,
899,2014,CH. POTENSAC,,,Médoc,4,cs,,14.35,,16.5/20,88-91,91-92
900,2014,CH. POTENSAC,Half,,Médoc,10,cs,,7.98,,16.5/20,88-91,91-92
901,,,,,,,,,,,,,
902,2009,SEIGNEUR DE LA TOUR CARNET,,2nd label of Ch. La Tour Carnet,Médoc,300,cs,,11.95,,,,
903,2010,SEIGNEUR DE LA TOUR CARNET,,2nd label of Ch. La Tour Carnet,Médoc,500,cs,,11.4,,,,
904,2010,SEIGNEUR DE LA TOUR CARNET,Mag.,2nd label of Ch. La Tour Carnet,Médoc,19,cs,,26.5,,,,
905,,,,,,,,,,,,,
906,MONTAGNE SAINT-EMILION,,,,,,,,,,,,
907,,,,,,,,,,,,,
908,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
909,,,,,,,,,,,,,
910,2009,CH. MESSILE AUBERT,,,Montagne Saint-Émilion,2,cs,,13.5,87,,,
911,,,,,,,,,,,,,
912,SAINT-EMILION,,,,,,,,,,,,
913,,,,,,,,,,,,,
914,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
915,,,,,,,,,,,,,
916,1986,CH. ANGELUS,,,Saint-Émilion Grand Cru,1,cs,,295,88,,,
917,2006,CH. ANGELUS,,,Saint-Émilion Grand Cru,1,cs,,300,95,****,92-94,
918,2007,CH. ANGELUS,,,Saint-Émilion Grand Cru,1,cs,,275,92,**** 17.5,88-91,
919,,,,,,,,,,,,,
920,2009,CH. AUSONE,,1er Grand Cru Classé A,Saint-Émilion Grand Cru,2,cs,,1350,98+,****** 19.5,97-100,100
921,,,,,,,,,,,,,
922,2009,CH. BELLEFONT BELCIER,,,Saint-Émilion Grand Cru,5,cs,,31,91,**** 16.50,92,92
923,,,,,,,,,,,,,
924,2006,CH. BELLEVUE MONDOTTE,,,Saint-Émilion Grand Cru,1,cs,,165,95+,,93,
925,2007,CH. BELLEVUE MONDOTTE,,,Saint-Émilion Grand Cru,3,cs,,156,94,,90,
926,,,,,,,,,,,,,
927,2006,CH. CANON,,1er Grand Cru Classé B,Saint-Émilion Grand Cru,7,cs,,53,90,***,90,
928,2009,CH. CANON,,1er Grand Cru Classé B,Saint-Émilion Grand Cru,5,cs,,128,94,***** 18.5,93,
929,2012,CH. CANON,,1er Grand Cru Classé B,Saint-Émilion Grand Cru,16,cs,,55,92+,18,88-91,93
930,2013,CH. CANON,,1er Grand Cru Classé B,Saint-Émilion Grand Cru,50,cs,,39,87-88,17,86-89,91-92
931,2013,CH. CANON,Half,1er Grand Cru Classé B,Saint-Émilion Grand Cru,1,cs,,19.5,87-88,17,86-89,91-92
932,2013,CH. CANON,Mag.,1er Grand Cru Classé B,Saint-Émilion Grand Cru,2,cs,,78,87-88,17,86-89,91-92
933,,,,,,,,,,,,,
934,2011,CH. CARTIER,,2nd vin du Ch. Fonroque_Bio dynamie,Saint-Émilion Grand Cru,11,cs,,9.9,,,,
935,2014,CH. CARTIER,,2nd vin du Ch. Fonroque_Bio dynamie,Saint-Émilion Grand Cru,100,cs,,9.6,,,,
936,,,,,,,,,,,,,
937,2009,CHAPELLE D'AUSONE,,2nd label of Ch. Ausone,Saint-Émilion Grand Cru,2,cs,,195,92,**** 18,95-98,96
938,,,,,,,,,,,,,
939,2000,CH. CHEVAL BLANC,,1er Grand Cru Classé A,Saint-Émilion Grand Cru,2,cs,,790,99,,93,94
940,2006,CH. CHEVAL BLANC,,1er Grand Cru Classé A,Saint-Émilion Grand Cru,1,cs,,468,95,****,95,
941,2011,CH. CHEVAL BLANC,,1er Grand Cru Classé A,Saint-Émilion Grand Cru,3,cs,,475,95,17,94,94
942,2013,CH. CHEVAL BLANC,,1er Grand Cru Classé A,Saint-Émilion Grand Cru,1,cs,,335,89-91,17.75,91-94,93-94
943,,,,,,,,,,,,,
944,2000,CLOS FOURTET,,1er Grand Cru Classé B,Saint-Émilion Grand Cru,2,cs,,145,,,,
945,2007,CLOS FOURTET,Mag.,1er Grand Cru Classé B,Saint-Émilion Grand Cru,1,cs,/1,158,90-93,*** 15,86-89,
946,2008,CLOS FOURTET,,1er Grand Cru Classé B,Saint-Émilion Grand Cru,1,cs,,85,92,**** 18,88-91,
947,2011,CLOS FOURTET,,1er Grand Cru Classé B,Saint-Émilion Grand Cru,10,cs,,75,93,16.5,93,90
948,2012,CLOS FOURTET,,1er Grand Cru Classé B,Saint-Émilion Grand Cru,1,cs,,78,95,17.5,94,92-93
949,2013,CLOS FOURTET,,1er Grand Cru Classé B,Saint-Émilion Grand Cru,30,cs,,56,88-90,17.25,90-93,
950,2013,CLOS FOURTET,Mag.,1er Grand Cru Classé B,Saint-Émilion Grand Cru,3,cs,,112,88-90,17.25,90-93,
951,,,,,,,,,,,,,
952,2013,CH. LA CONFESSION,,,Saint-Émilion Grand Cru,7,cs,,19.75,88-90,,,
953,,,,,,,,,,,,,
954,2011,CH. CORBIN,,,Saint-Émilion Grand Cru,45,cs,,18,89,14,,91
955,2011,CH. CORBIN,Half,,Saint-Émilion Grand Cru,3,cs,,9.5,89,14,,91
956,2012,CH. CORBIN,,,Saint-Émilion Grand Cru,80,cs,,18.9,90,15.50,89,89-90
957,2012,CH. CORBIN,Half,,Saint-Émilion Grand Cru,9,cs,,9.75,90,15.50,89,89-90
958,2013,CH. CORBIN,,,Saint-Émilion Grand Cru,18,cs,,16.9,87-88,16,86-89,
959,,,,,,,,,,,,,
960,2012,CH. COTE DE BALEAU,,,Saint-Émilion Grand Cru,6,cs,,13.9,89+,16,,
961,,,,,,,,,,,,,
962,2005,CH. LA COUSPAUDE,,,Saint-Émilion Grand Cru,2,cs,,40,90-92,*** 16,92,
963,,,,,,,,,,,,,
964,2012,CH. LA CROIX FIGEAC,,,Saint-Émilion Grand Cru,20,cs,,12.5,88,,90,90
965,,,,,,,,,,,,,
966,1999,CH. DASSAULT,,,Saint-Émilion Grand Cru,24,cs,,39,87,,,
967,2007,CH. DASSAULT,,,Saint-Émilion Grand Cru,18,cs,,22,89,*** 15.5,,
968,2012,CH. DASSAULT,,,Saint-Émilion Grand Cru,13,cs,,19.65,91,15.75,91,90-91
969,2013,CH. DASSAULT,,,Saint-Émilion Grand Cru,18,cs,,18.8,86-88,15,87-90,89-90
970,,,,,,,,,,,,,
971,2006,CH. LA DOMINIQUE,,,Saint-Émilion Grand Cru,10,cs,,35,,***,85-88,
972,2010,CH. LA DOMINIQUE,,,Saint-Émilion Grand Cru,100,cs,,36,93,**** 17.5,94,94
973,2011,CH. LA DOMINIQUE,,,Saint-Émilion Grand Cru,3,cs,,26.5,90,**** 17,91,92
974,2012,CH. LA DOMINIQUE,,,Saint-Émilion Grand Cru,65,cs,,28,93,16.75,90,89-90
975,2013,CH. LA DOMINIQUE,,,Saint-Émilion Grand Cru,19,cs,,25,92-94,16.75,88-91,88-89
976,,,,,,,,,,,,,
977,2011,DRAGON DE QUINTUS,,Owned by Ch.Haut Brion,Saint-Émilion Grand Cru,18,cs,,25,86,,,
978,2012,DRAGON DE QUINTUS,,Owned by Ch.Haut Brion,Saint-Émilion Grand Cru,5,cs,,18.5,88,,,
979,2013,DRAGON DE QUINTUS,,Owned by Ch.Haut Brion,Saint-Émilion Grand Cru,20,cs,,15.65,84-86,15.5,87-90,
980,,,,,,,,,,,,,
981,2008,L'ESQUISSE DE LA TOUR FIGEAC,,2nd label of Ch. La Tour Figeac,Saint-Émilion Grand Cru,85,cs,,12.95,,,,
982,2011,L'ESQUISSE DE LA TOUR FIGEAC,,2nd label of Ch. La Tour Figeac,Saint-Émilion Grand Cru,150,cs,,10.75,,,,
983,2013,L'ESQUISSE DE LA TOUR FIGEAC,,2nd label of Ch. La Tour Figeac,Saint-Émilion Grand Cru,250,cs,,9.5,,,,
984,,,,,,,,,,,,,
985,2013,CHÂTEAU FAURIE DE SOUCHARD,,,Saint-Émilion Grand Cru,70,cs,,22.5,,,,
986,2013,CHÂTEAU FAURIE DE SOUCHARD,Mag.,,Saint-Émilion Grand Cru,4,cs,,45.6,,,,
987,2014,CHÂTEAU FAURIE DE SOUCHARD,,,Saint-Émilion Grand Cru,70,cs,,22.5,,,,
988,2014,CHÂTEAU FAURIE DE SOUCHARD,Mag.,,Saint-Émilion Grand Cru,2,cs,/3,47.5,,,,
989,,,,,,,,,,,,,
990,1990,CH. DE FERRAND (baron BICH),,,Saint-Émilion Grand Cru,2,cs,,19,,,,
991,,,,,,,,,,,,,
992,2000,CH. FERRAND LARTIGUE,,,Saint-Émilion,2,cs,,32,,,,
993,,,,,,,,,,,,,
994,1993,CH. FIGEAC,Mag.,1er Grand Cru Classé B,Saint-Émilion Grand Cru,1,cs,,195,79,,87,
995,1993,CH. FIGEAC,DMag.,1er Grand Cru Classé B,Saint-Émilion Grand Cru,1,cs,/3,425,79,,87,
996,1994,CH. FIGEAC,,1er Grand Cru Classé B,Saint-Émilion Grand Cru,1,cs,,70,84,,88,
997,2005,CH. FIGEAC,,1er Grand Cru Classé B,Saint-Émilion Grand Cru,1,cs,,158,89,**** 17.5,95,
998,2007,CH. FIGEAC,,1er Grand Cru Classé B,Saint-Émilion Grand Cru,100,cs,,79,,*** 15,,
999,2013,CH. FIGEAC,,1er Grand Cru Classé B,Saint-Émilion Grand Cru,30,cs,,58,89-91,17.25,91-94,90-91
1000,2013,CH. FIGEAC,Half,1er Grand Cru Classé B,Saint-Émilion Grand Cru,1,cs,,30,89-91,17.25,91-94,90-91
1001,2013,CH. FIGEAC,Mag.,1er Grand Cru Classé B,Saint-Émilion Grand Cru,4,cs,,116,89-91,17.25,91-94,90-91
1002,2013,CH. FIGEAC,DMag.,1er Grand Cru Classé B,Saint-Émilion Grand Cru,1,cs,/1,268,89-91,17.25,91-94,90-91
1003,2013,CH. FIGEAC,Imp.,1er Grand Cru Classé B,Saint-Émilion Grand Cru,1,cs,/1,525,89-91,17.25,91-94,90-91
1004,2013,CH. FIGEAC,Balt.,1er Grand Cru Classé B,Saint-Émilion Grand Cru,1,cs,/1,1100,89-91,17.25,91-94,90-91
1005,,,,,,,,,,,,,
1006,2006,CH. FLEUR CARDINALE,,Saint Emilion Grand Cru,Saint-Émilion Grand Cru,2,cs,,34,91,,,
1007,2013,CH. FLEUR CARDINALE,,Saint Emilion Grand Cru,Saint-Émilion Grand Cru,4,cs,,22.9,89-91,16,88-91,89-90
1008,2014,CH. FLEUR CARDINALE,,Saint Emilion Grand Cru,Saint-Émilion Grand Cru,40,cs,,27,,,90-93,90-91
1009,2014,CH. FLEUR CARDINALE,Mag.,Saint Emilion Grand Cru,Saint-Émilion Grand Cru,1,cs,/3,54,,,90-93,90-91
1010,,,,,,,,,,,,,
1011,2013,CH. DE FONBEL,,From Mr Vauthier of Ch.Ausone,Saint-Émilion Grand Cru,19,cs,,10.75,,15.5,,
1012,2013,CH. DE FONBEL,Half,From Mr Vauthier of Ch.Ausone,Saint-Émilion Grand Cru,1,cs,/12,5.5,,15.5,,
1013,,,,,,,,,,,,,
1014,2012,CH. FONROQUE,,,Saint-Émilion Grand Cru,20,cs,,16,90,15.50,89,89-90
1015,2013,CH. FONROQUE,,,Saint-Émilion Grand Cru,8,cs,,14.95,87-89,15,,
1016,2014,CH. FONROQUE,,,Saint-Émilion Grand Cru,25,cs,,15.75,,87,88-91,88-89
1017,2014,CH. FONROQUE,Mag.,,Saint-Émilion Grand Cru,3,cs,,31.5,,87,88-91,88-89
1018,,,,,,,,,,,,,
1019,1994,CH. FRANC-MAYNE,,,Saint-Émilion Grand Cru,1,cs,,25,,,,
1020,,,,,,,,,,,,,
1021,2001,CH. LA GOMERIE,,From Ch. Beausejour Becot,Saint-Émilion Grand Cru,2,cs,,76,92,,91,
1022,2006,CH. LA GOMERIE,,From Ch. Beausejour Becot,Saint-Émilion Grand Cru,2,cs,,46,91,***,92,
1023,,,,,,,,,,,,,
1024,2011,CH. GRAND CORBIN DESPAGNE,,,Saint-Émilion Grand Cru,1,cs,,17,89,*** 15.5,89,
1025,2012,CH. GRAND CORBIN DESPAGNE,,,Saint-Émilion Grand Cru,9,cs,,16.2,89+,16.50,89,
1026,2013,CH. GRAND CORBIN DESPAGNE,,,Saint-Émilion Grand Cru,13,cs,,15.6,84-86,16.5,87-90,
1027,2013,CH. GRAND CORBIN DESPAGNE,Mag.,,Saint-Émilion Grand Cru,2,cs,,31.65,84-86,16.5,87-90,
1028,,,,,,,,,,,,,
1029,2010,CH. LES GRANDES MURAILLES,,,Saint-Émilion Grand Cru,4,cs,,38,93,,,91
1030,,,,,,,,,,,,,
1031,1997,CH. GUADET SAINT JULIEN,Half,,Saint-Émilion Grand Cru,2,cs,,8.95,,,,
1032,,,,,,,,,,,,,
1033,2013,LES JARDINS DE SOUTARD,,2nd label of Ch.Soutard,Saint-Émilion Grand Cru,85,cs,,9.95,,,,
1034,,,,,,,,,,,,,
1035,2009,CH. LANIOTE,,,Saint-Émilion Grand Cru,14,cs,,28,,,89,91
1036,2010,CH. LANIOTE,,,Saint-Émilion Grand Cru,180,cs,,23.5,,,89,
1037,2011,CH. LANIOTE,,,Saint-Émilion Grand Cru,350,cs,,17.95,87,15.5,86-89,87
1038,2012,CH. LANIOTE,,,Saint-Émilion Grand Cru,350,cs,,17.95,86,,,
1039,2013,CH. LANIOTE,,,Saint-Émilion Grand Cru,600,cs,,17,,14.75,,
1040,,,,,,,,,,,,,
1041,1999,CH. LYNSOLENCE,,,Saint-Émilion Grand Cru,2,cs,,36.5,88,,,
1042,2002,CH. LYNSOLENCE,,,Saint-Émilion Grand Cru,4,cs,,27.8,88,,,
1043,,,,,,,,,,,,,
1044,2011,MAGREZ FOMBRAUGE,,,Saint-Émilion Grand Cru,3,cs,,80,96,,,91-92
1045,2012,MAGREZ FOMBRAUGE,,,Saint-Émilion Grand Cru,2,cs,,80,93+,,90,92
1046,,,,,,,,,,,,,
1047,2001,CH. MOULIN SAINT GEORGES,,From the same owner than Ch.Ausone,Saint-Émilion Grand Cru,6,cs,,69,90,,,
1048,2006,CH. MOULIN SAINT GEORGES,,From the same owner than Ch.Ausone,Saint-Émilion Grand Cru,2,cs,,40,90,,,
1049,2007,CH. MOULIN SAINT GEORGES,,From the same owner than Ch.Ausone,Saint-Émilion Grand Cru,7,cs,,36.4,90,,,
1050,2011,CH. MOULIN SAINT GEORGES,,From the same owner than Ch.Ausone,Saint-Émilion Grand Cru,2,cs,,21.8,88,*** 16,,
1051,,,,,,,,,,,,,
1052,2007,CH. PAVIE DECESSE,,,Saint-Émilion Grand Cru,1,cs,,95,93,**** 17,,
1053,,,,,,,,,,,,,
1054,2011,CH. PAVIE MACQUIN,,,Saint-Émilion Grand Cru,12,cs,,45,92+,15.75,93,94
1055,2013,CH. PAVIE MACQUIN,Mag.,,Saint-Émilion Grand Cru,1,cs,,65,89-92,17.25,90-93,92-93
1056,,,,,,,,,,,,,
1057,2008,PETIT CHEVAL,,2nd label of Ch. Cheval Blanc,Saint-Émilion Grand Cru,1,cs,/6,140,90,,87-90,
1058,2011,PETIT CHEVAL,,2nd label of Ch. Cheval Blanc,Saint-Émilion Grand Cru,1,cs,/6,120,89,**** 16.5,90,90
1059,2012,PETIT CHEVAL,,2nd label of Ch. Cheval Blanc,Saint-Émilion Grand Cru,4,cs,/6,115,86-88,17.5,91,93-94
1060,,,,,,,,,,,,,
1061,2014,PRELUDE DE FOMBRAUGE,,2nd label of Ch.Fombrauge,Saint-Émilion Grand Cru,34,cs,,9.5,,,,
1062,,,,,,,,,,,,,
1063,2009,CH. LE PRIEURE,,,Saint-Émilion Grand Cru,1,cs,,26,89-92*,**** 16,90,
1064,2012,CH. LE PRIEURE,,,Saint-Émilion Grand Cru,4,cs,,22,89,16,89,90-91
1065,,,,,,,,,,,,,
1066,2001,"CH. QUINAULT""L'ENCLOS""",,,Saint-Émilion Grand Cru,1,cs,,45,92,,,
1067,2002,"CH. QUINAULT""L'ENCLOS""",,,Saint-Émilion Grand Cru,2,cs,,33.5,90,,89,
1068,,,,,,,,,,,,,
1069,2011,CH. QUINTUS,,Owned by Ch.Haut Brion,Saint-Émilion Grand Cru,9,cs,,96.5,89,*** 16,90,92
1070,2012,CH. QUINTUS,,Owned by Ch.Haut Brion,Saint-Émilion Grand Cru,11,cs,,72,89,16.50,90,91-92
1071,2013,CH. QUINTUS,,Owned by Ch.Haut Brion,Saint-Émilion Grand Cru,11,cs,,60,86-88,16.5,89-92,89-90
1072,,,,,,,,,,,,,
1073,2014,CH. ROL VALENTIN,,,Saint-Émilion Grand Cru,5,cs,,21.9,,16.5,89-92,91-92
1074,,,,,,,,,,,,,
1075,2000,CH. SAINT DOMINGUE,,from Ch. La Dominique,Saint-Émilion Grand Cru,11,cs,,47,92,,,
1076,2001,CH. SAINT DOMINGUE,,from Ch. La Dominique,Saint-Émilion Grand Cru,7,cs,,47,90,,,
1077,,,,,,,,,,,,,
1078,2002,CH. SOUTARD,,,Saint-Émilion Grand Cru,300,cs,,21.8,,,,
1079,,,,,,,,,,,,,
1080,2005,CH. LA TOUR FIGEAC,,,Saint-Émilion Grand Cru,6,cs,,49,94,**** 17,90,
1081,2013,CH. LA TOUR FIGEAC,,,Saint-Émilion Grand Cru,11,cs,,23,,15.75,,
1082,,,,,,,,,,,,,
1083,1999,CH. TROPLONG MONDOT,,,Saint-Émilion Grand Cru,1,cs,,65,90,,,
1084,2013,CH. TROPLONG MONDOT,,,Saint-Émilion Grand Cru,22,cs,,55,92-94,16.75,88-91,
1085,2013,CH. TROPLONG MONDOT,Mag.,,Saint-Émilion Grand Cru,1,cs,,110,92-94,16.75,88-91,
1086,,,,,,,,,,,,,
1087,2000,MAXIMIN DE CORBIN,,2nd label of Ch. Corbin,Saint-Émilion Grand Cru,1,cs,,13.5,,,,
1088,2011,XX DE CORBIN,,2nd label of Ch. Corbin,Saint-Émilion,200,cs,,11,,,,
1089,2011,XX DE CORBIN,Half,2nd label of Ch. Corbin,Saint-Émilion,1,cs,,5.95,,,,
1090,2011,XX DE CORBIN,Mag.,2nd label of Ch. Corbin,Saint-Émilion,2,cs,,25,,,,
1091,2012,XX DE CORBIN,,2nd label of Ch. Corbin,Saint-Émilion,500,cs,,10.9,,,,
1092,,,,,,,,,,,,,
1093,POMEROL,,,,,,,,,,,,
1094,,,,,,,,,,,,,
1095,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1096,,,,,,,,,,,,,
1097,1985,CHATEAU LA CABANNE,,,Pomerol,5,cs,,145,,,,
1098,1988,CHATEAU LA CABANNE,,,Pomerol,5,cs,,155,,,,
1099,1989,CHATEAU LA CABANNE,,,Pomerol,5,cs,,145,,,,
1100,1995,CHATEAU LA CABANNE,,,Pomerol,5,cs,,78,,,90,
1101,1998,CHATEAU LA CABANNE,,,Pomerol,5,cs,,78,,,92,
1102,2000,CHATEAU LA CABANNE,,,Pomerol,5,cs,/1,42,,,90,
1103,2001,CHATEAU LA CABANNE,,,Pomerol,10,cs,,33,,,,
1104,2003,CHATEAU LA CABANNE,,,Pomerol,25,cs,,27.5,,,90,
1105,2004,CHATEAU LA CABANNE,,,Pomerol,50,cs,,24.8,,,90,
1106,2005,CHATEAU LA CABANNE,,,Pomerol,25,cs,,34,,,91,
1107,2007,CHATEAU LA CABANNE,,,Pomerol,100,cs,,27,,,,
1108,2009,CHATEAU LA CABANNE,,,Pomerol,100,cs,,34,,,89,
1109,2010,CHATEAU LA CABANNE,,,Pomerol,100,cs,,32.5,,,89-92,
1110,2011,CHATEAU LA CABANNE,,,Pomerol,100,cs,,28,,,87-90,
1111,2012,CHATEAU LA CABANNE,,,Pomerol,100,cs,,28,,,,
1112,,,,,,,,,,,,,
1113,1985,CH. CLINET,Mag.,,Pomerol,1,cs,,365,90,,,
1114,,,,,,,,,,,,,
1115,2006,CH. LA CROIX DU CASSE,,,Pomerol,1,cs,,21,,,,
1116,2012,CH. LA CROIX DU CASSE,,,Pomerol,70,cs,,17.8,90,15.5,,
1117,2013,CH. LA CROIX DU CASSE,,,Pomerol,30,cs,,15,,15,,88-89
1118,2014,CH. LA CROIX DU CASSE,,,Pomerol,40,cs,,15.7,,15.75/20,,
1119,,,,,,,,,,,,,
1120,2000,CH. LA CROIX DE GAY,,,Pomerol,20,cs,,50,89,,90,
1121,2002,CH. LA CROIX DE GAY,,,Pomerol,5,cs,,32,86-87,,,
1122,2013,CH. LA CROIX DE GAY,,,Pomerol,3,cs,,18.8,,16,,
1123,,,,,,,,,,,,,
1124,2013,CH. LA CROIX SAINT GEORGES,,,Pomerol,7,cs,,28,85-88,,,
1125,,,,,,,,,,,,,
1126,2007,CH. L'EVANGILE,,,Pomerol,2,cs,,90,88-90,**** 17,88-91,
1127,2011,CH. L'EVANGILE,,,Pomerol,50,cs,,98,88-90,**** 17.5,93,91
1128,2012,CH. L'EVANGILE,,,Pomerol,30,cs,,100,94,17.25,94,93
1129,2012,CH. L'EVANGILE,Half,,Pomerol,8,cs,,55,94,17.25,94,93
1130,2013,CH. L'EVANGILE,,,Pomerol,16,cs,,98,88-89,17.25,90-93,90-91
1131,2014,CH. L'EVANGILE,,,Pomerol,20,cs,,92,,17.5/20,93-96,91-92
1132,2014,CH. L'EVANGILE,Mag.,,Pomerol,1,cs,/3,190,,17.5/20,93-96,91-92
1133,,,,,,,,,,,,,
1134,2012,CH. FAYAT,,,Pomerol,1,cs,,18.5,84,,89,89-90
1135,2013,CH. FAYAT,,,Pomerol,1,cs,,17,85-87,,87-90,
1136,,,,,,,,,,,,,
1137,2010,CH. LA FLEUR DE GAY,,,Pomerol,2,cs,,70,93,*** 16,93,93
1138,2013,CH. LA FLEUR DE GAY,,,Pomerol,2,cs,,52.5,87-89,,87-90,88-89
1139,,,,,,,,,,,,,
1140,2013,FUGUE DE NENIN,,,Pomerol,30,cs,,15.95,,15.75,,
1141,2014,FUGUE DE NENIN,,,Pomerol,50,cs,,15.95,,15.75/20,87-90,87-88
1142,,,,,,,,,,,,,
1143,2008,CH. LE GAY,Mag.,,Pomerol,3,cs,,165,94+,,92,
1144,2008,CH. LE GAY,DMag.,,Pomerol,1,cs,/1,335,94+,,92,
